0.82,0.87,-0.028442
0.35,0.16,-1.4048
0.39,0.5,-2.1248
0.76,0.68,-0.62127
0.16,0.62,0.49893
0.84,0.07,1.0574
0.33,0.97,-1.9286
0.6,0.32,-1.9096
0.2,0.94,-0.27683
0.16,0.27,0.79764
0.3,0.62,-1.2051
0.94,0.14,1.6905
0.69,0.92,-1.6338
0.13,0.77,0.60084
0.27,0.58,-0.81185
0.38,0.84,-2.258
0.7,0.1,-0.82184
0.82,0.24,0.63494
0.6,0.01,-1.5823
0,0.47,1.6138
0.78,0.98,-0.66969
0.13,0.61,0.76629
0.98,0.36,1.6757
0.08,0.34,1.4755
0.65,0.56,-1.6744
0.16,0,1.0364
0.64,0.71,-1.9038
0.55,0.6,-2.5234
0.58,0.07,-1.9147
0.68,0.34,-1.1622
0.75,0.04,-0.0065438
0.62,0.4,-1.8694
0.59,0.78,-2.3839
0.87,0.58,0.81732
0.02,0.25,1.8251
0,0.22,1.8624
0.86,0,1.2788
0.86,0.86,0.35753
0.84,0.3,0.81814
0.54,0.43,-2.3381
0.1,0.04,1.5102
0.36,0.76,-2.0683
0.93,0.86,0.94163
0.19,0.51,0.22195
0.99,0.06,1.9806
0.39,0.55,-2.1262
0.44,0.45,-2.2729
0.56,0.65,-2.4389
0.71,0.35,-0.8032
0.84,0.95,0.13452
0.38,0.56,-1.9831
0,0.89,1.1319
0.64,0.65,-1.9551
0.61,0.2,-1.7335
0.65,0.45,-1.6552
0.76,0.69,-0.51415
0.24,0.55,-0.40119
0.96,0.47,1.4983
0.76,0.84,-0.77614
0.23,0.33,-0.092349
0.44,0.94,-2.9056
0.85,0.07,1.1394
0.47,0.97,-2.9299
0.44,0.21,-2.1865
0.39,0.01,-1.5529
0.29,0.57,-1.0209
0.6,0.94,-2.5926
0.43,0.93,-2.6838
0.06,0.23,1.6856
0.12,0.34,1.0419
0.83,0.26,0.7772
0.52,0.32,-2.2007
0.79,0.75,-0.31138
0.29,1,-1.3588
0.35,0.11,-1.1824
0.74,0.72,-0.80607
0.39,0.11,-1.7785
0.95,0.67,1.2713
0.61,0.62,-2.1465
0.04,0.46,1.4075
0.77,0.37,-0.13836
0.2,0.34,0.22366
0.95,0.81,1.0374
0.14,0.31,1.0163
0.08,0.54,1.175
0.99,0.31,1.6564
